Service Provider,Technology,Test_type,Data Speed(Mbps),Signal_strength,LSA
JIO,4G,Upload,0.42,-100,Rajasthan
JIO,4G,Upload,1.83,-100,Rajasthan
JIO,4G,Upload,1.45,-104,Rajasthan
JIO,4G,Upload,3.53,-103,Rajasthan
JIO,4G,Upload,1.06,-97,Rajasthan
JIO,4G,Upload,2.58,-99,Rajasthan
JIO,4G,Upload,0.43,-103,Rajasthan
JIO,4G,Upload,0.4,-100,Rajasthan
JIO,4G,Upload,0.48,-99,Rajasthan
JIO,4G,Upload,1.25,-102,Rajasthan
JIO,4G,Upload,0.96,-100,Rajasthan
JIO,4G,Upload,1.47,-100,Rajasthan
JIO,4G,Upload,1.32,-101,Rajasthan
JIO,4G,Upload,3.48,-99,Rajasthan
JIO,4G,Upload,0.65,-112,Rajasthan
JIO,4G,Upload,0.44,-111,Rajasthan
JIO,4G,Upload,1.84,-104,Rajasthan
JIO,4G,Upload,2.26,-106,Rajasthan
JIO,4G,Upload,2.69,-103,Rajasthan
JIO,4G,Upload,1.92,-99,Rajasthan
JIO,4G,Upload,2.22,-101,Rajasthan
JIO,4G,Upload,1.35,-104,Rajasthan
JIO,4G,Upload,1.3,-108,Rajasthan
JIO,4G,Upload,2.53,-108,Rajasthan
JIO,4G,Upload,0.88,-112,Rajasthan
JIO,4G,Upload,0.61,-111,Rajasthan
JIO,4G,Upload,0.31,-109,Rajasthan
JIO,4G,Upload,1.42,-101,Rajasthan
JIO,4G,Upload,0.08,-97,Rajasthan
JIO,4G,Upload,1.62,-101,Rajasthan
JIO,4G,Upload,4.12,-104,Rajasthan
JIO,4G,Upload,1.4,-105,Rajasthan
JIO,4G,Upload,2.24,-102,Rajasthan
JIO,4G,Upload,9.22,-92,Rajasthan
JIO,4G,Download,0.6,-108,Maharashtra
JIO,4G,Upload,0.04,-106,Maharashtra
JIO,4G,Upload,8.43,-72,UP West
JIO,4G,Download,12.24,-74,Andhra Pradesh
JIO,4G,Download,40.63,-80,Haryana
JIO,4G,Upload,7.22,-80,Haryana
JIO,4G,Download,43.96,-67,Gujarat
JIO,4G,Download,42.71,-66,Gujarat
JIO,4G,Download,46.27,-66,Gujarat
JIO,4G,Download,43.97,-67,Gujarat
JIO,4G,Download,42.71,-66,Gujarat
JIO,4G,Upload,9.26,-67,Gujarat
JIO,4G,Upload,9.56,-66,Gujarat
JIO,4G,Upload,9.39,-66,Gujarat
JIO,4G,Upload,9.64,-67,Gujarat
JIO,4G,Upload,9.73,-66,Gujarat
AIRTEL,4G,Download,0.92,-91,Rajasthan
AIRTEL,4G,Download,0.87,-91,Rajasthan
AIRTEL,4G,Download,0.4,-94,Rajasthan
AIRTEL,4G,Download,0.32,-73,Rajasthan
AIRTEL,4G,Download,2.75,-90,Rajasthan
AIRTEL,4G,Download,1.91,-96,Rajasthan
AIRTEL,4G,Download,0.55,-92,Rajasthan
AIRTEL,4G,Download,1.01,-89,Rajasthan
AIRTEL,4G,Upload,0.57,-87,Rajasthan
AIRTEL,4G,Upload,1.07,-91,Rajasthan
AIRTEL,4G,Upload,0.56,-94,Rajasthan
AIRTEL,4G,Upload,0.54,-73,Rajasthan
AIRTEL,4G,Upload,1.03,-97,Rajasthan
AIRTEL,4G,Upload,0.68,-96,Rajasthan
AIRTEL,4G,Upload,1.01,-92,Rajasthan
AIRTEL,4G,Upload,0.32,-89,Rajasthan
JIO,4G,Download,0.85,-90,Delhi
JIO,4G,Download,1.56,-90,Delhi
VODAFONE,4G,Download,1.94,-109,UP East
VODAFONE,4G,Download,3.53,na,UP East
VODAFONE,4G,Download,0.6,-105,UP East
VODAFONE,4G,Download,0.37,-91,UP East
VODAFONE,4G,Download,4.95,-93,UP East
VODAFONE,4G,Download,0.38,-123,UP East
VODAFONE,4G,Download,2.03,-84,UP East
VODAFONE,4G,Download,0.2,-80,UP East
VODAFONE,3G,Download,0.04,-71,UP East
VODAFONE,3G,Download,0.0,-71,UP East
VODAFONE,3G,Download,0.13,-65,UP East
VODAFONE,3G,Download,0.2,-95,UP East
VODAFONE,4G,Download,2.83,-119,UP East
VODAFONE,3G,Download,0.53,-81,UP East
VODAFONE,4G,Download,17.98,-81,UP East
VODAFONE,4G,Download,0.12,-110,UP East
VODAFONE,4G,Download,0.17,-105,UP East
VODAFONE,4G,Download,1.19,-107,UP East
VODAFONE,4G,Download,0.21,-73,UP East
VODAFONE,4G,Download,12.85,-97,UP East
VODAFONE,4G,Download,0.0,-74,UP East
VODAFONE,4G,Download,2.96,-75,UP East
VODAFONE,4G,Download,8.57,-94,UP East
VODAFONE,4G,Download,11.22,-96,UP East
VODAFONE,4G,Download,11.62,-75,UP East
VODAFONE,4G,Download,0.09,-104,UP East
VODAFONE,4G,Download,0.15,-106,UP East
VODAFONE,4G,Download,5.91,-84,UP East
VODAFONE,4G,Download,6.83,-99,UP East
VODAFONE,4G,Download,10.32,-106,UP East
VODAFONE,4G,Download,6.17,-102,UP East
VODAFONE,4G,Download,2.58,-111,UP East
VODAFONE,4G,Download,8.18,-112,UP East
VODAFONE,4G,Download,14.29,-99,UP East
VODAFONE,3G,Download,0.0,-67,UP East
VODAFONE,4G,Download,0.39,-110,UP East
VODAFONE,4G,Download,3.54,-109,UP East
VODAFONE,4G,Download,0.66,-103,UP East
VODAFONE,4G,Download,8.12,-94,UP East
VODAFONE,4G,Download,4.23,-111,UP East
VODAFONE,4G,Download,1.95,-116,UP East
VODAFONE,3G,Download,0.12,-87,UP East
VODAFONE,4G,Download,21.57,-94,UP East
VODAFONE,4G,Upload,1.13,-106,UP East
VODAFONE,4G,Upload,6.26,na,UP East
VODAFONE,4G,Upload,0.95,-109,UP East
VODAFONE,4G,Upload,1.82,-92,UP East
VODAFONE,4G,Upload,3.27,-88,UP East
VODAFONE,4G,Upload,0.03,-119,UP East
VODAFONE,4G,Upload,5.31,-83,UP East
VODAFONE,4G,Upload,5.6,-81,UP East
VODAFONE,3G,Upload,1.22,-71,UP East
VODAFONE,3G,Upload,0.31,-73,UP East
VODAFONE,3G,Upload,0.6,-63,UP East
VODAFONE,3G,Upload,0.14,-119,UP East
VODAFONE,4G,Upload,0.34,-120,UP East
VODAFONE,3G,Upload,1.37,-81,UP East
VODAFONE,4G,Upload,7.09,-81,UP East
VODAFONE,4G,Upload,1.79,-111,UP East
VODAFONE,4G,Upload,0.76,-108,UP East
VODAFONE,4G,Upload,1.48,-107,UP East
VODAFONE,4G,Upload,6.05,-74,UP East
VODAFONE,4G,Upload,4.96,-99,UP East
VODAFONE,4G,Upload,6.8,-75,UP East
VODAFONE,4G,Upload,4.5,-75,UP East
VODAFONE,4G,Upload,6.15,-94,UP East
VODAFONE,4G,Upload,2.87,-98,UP East
VODAFONE,4G,Upload,5.18,-69,UP East
VODAFONE,4G,Upload,0.75,-106,UP East
VODAFONE,4G,Upload,2.64,-111,UP East
VODAFONE,4G,Upload,7.03,-86,UP East
VODAFONE,4G,Upload,2.77,-98,UP East
VODAFONE,4G,Upload,5.7,-98,UP East
VODAFONE,4G,Upload,1.99,-99,UP East
VODAFONE,4G,Upload,1.84,-111,UP East
VODAFONE,4G,Upload,2.86,-112,UP East
VODAFONE,4G,Upload,2.6,-106,UP East
VODAFONE,3G,Upload,1.97,-67,UP East
VODAFONE,4G,Upload,1.08,-107,UP East
VODAFONE,4G,Upload,1.06,-109,UP East
VODAFONE,4G,Upload,0.62,-105,UP East
VODAFONE,4G,Upload,2.64,-93,UP East
VODAFONE,4G,Upload,0.82,-114,UP East
VODAFONE,4G,Upload,0.52,-115,UP East
VODAFONE,3G,Upload,0.71,-85,UP East
VODAFONE,4G,Upload,3.78,-93,UP East
JIO,4G,Download,0.59,-108,UP West
JIO,4G,Download,5.48,-109,UP West
JIO,4G,Upload,0.28,-108,UP West
JIO,4G,Upload,1.21,-106,UP West
JIO,4G,Download,0.0,-102,Madhya Pradesh
JIO,4G,Download,7.48,-69,Madhya Pradesh
JIO,4G,Upload,0.23,-102,Madhya Pradesh
JIO,4G,Upload,15.18,-69,Madhya Pradesh
JIO,4G,Download,36.93,-71,Haryana
JIO,4G,Upload,5.63,-71,Haryana
IDEA,4G,Download,7.56,-89,Madhya Pradesh
IDEA,4G,Download,3.78,-87,Madhya Pradesh
IDEA,4G,Upload,7.61,-89,Madhya Pradesh
IDEA,4G,Upload,5.33,-88,Madhya Pradesh
JIO,4G,Upload,2.3,-101,Gujarat
JIO,4G,Download,3.86,-74,Maharashtra
JIO,4G,Upload,5.2,-76,Maharashtra
JIO,4G,Download,3.1,-83,Madhya Pradesh
JIO,4G,Upload,17.42,-83,Madhya Pradesh
JIO,4G,Download,38.55,-70,Gujarat
JIO,4G,Download,38.46,-70,Gujarat
JIO,4G,Upload,12.7,-70,Gujarat
JIO,4G,Upload,12.12,-70,Gujarat
JIO,4G,Download,22.38,-67,Tamil Nadu
JIO,4G,Download,23.77,-67,Tamil Nadu
JIO,4G,Download,35.78,-67,Tamil Nadu
JIO,4G,Download,32.49,-67,Tamil Nadu
JIO,4G,Download,23.3,-68,Tamil Nadu
JIO,4G,Upload,4.42,-67,Tamil Nadu
JIO,4G,Upload,4.94,-67,Tamil Nadu
JIO,4G,Upload,5.56,-67,Tamil Nadu
JIO,4G,Upload,5.41,-67,Tamil Nadu
JIO,4G,Upload,5.52,-68,Tamil Nadu
JIO,4G,Download,30.64,-80,Rajasthan
JIO,4G,Download,30.68,-82,Rajasthan
JIO,4G,Download,1.32,-102,Rajasthan
JIO,4G,Download,1.45,-114,Rajasthan
JIO,4G,Upload,2.31,-90,Rajasthan
JIO,4G,Upload,3.59,-79,Rajasthan
JIO,4G,Upload,0.12,-101,Rajasthan
JIO,4G,Upload,0.13,-117,Rajasthan
IDEA,4G,Download,3.9,-89,Karnataka
IDEA,4G,Upload,9.2,-89,Karnataka
JIO,4G,Download,4.69,-79,Gujarat
JIO,4G,Download,5.89,-84,Gujarat
JIO,4G,Download,1.4,-95,Gujarat
JIO,4G,Download,1.58,-92,Gujarat
JIO,4G,Download,0.95,-101,Gujarat
JIO,4G,Download,0.96,-98,Gujarat
JIO,4G,Download,0.32,-92,Gujarat
JIO,4G,Download,0.36,-97,Gujarat
JIO,4G,Download,0.48,-90,Gujarat
JIO,4G,Download,0.3,-92,Gujarat
JIO,4G,Download,0.37,-98,Gujarat
JIO,4G,Download,1.64,-97,Gujarat
JIO,4G,Download,9.09,-106,Gujarat
JIO,4G,Download,11.89,-98,Gujarat
JIO,4G,Download,22.53,-74,Gujarat
JIO,4G,Download,21.35,-73,Gujarat
JIO,4G,Download,0.45,-101,Gujarat
JIO,4G,Download,0.52,-102,Gujarat
JIO,4G,Download,0.44,-107,Gujarat
JIO,4G,Download,0.72,-104,Gujarat
JIO,4G,Download,0.23,-103,Gujarat
JIO,4G,Download,0.4,-109,Gujarat
JIO,4G,Download,0.36,-97,Gujarat
JIO,4G,Download,0.33,-98,Gujarat
JIO,4G,Download,0.32,-100,Gujarat
JIO,4G,Download,0.36,-97,Gujarat
JIO,4G,Download,0.72,-96,Gujarat
JIO,4G,Download,0.34,-106,Gujarat
JIO,4G,Download,10.12,-104,Gujarat
JIO,4G,Download,8.6,-101,Gujarat
JIO,4G,Download,0.28,-95,Gujarat
JIO,4G,Download,0.36,-96,Gujarat
JIO,4G,Upload,1.54,-84,Gujarat
JIO,4G,Upload,1.76,-83,Gujarat
JIO,4G,Upload,1.99,-94,Gujarat
JIO,4G,Upload,1.64,-111,Gujarat
JIO,4G,Upload,1.51,-100,Gujarat
JIO,4G,Upload,0.52,-104,Gujarat
JIO,4G,Upload,1.02,-92,Gujarat
JIO,4G,Upload,0.68,-91,Gujarat
JIO,4G,Upload,1.12,-90,Gujarat
JIO,4G,Upload,0.56,-98,Gujarat
JIO,4G,Upload,0.75,-97,Gujarat
JIO,4G,Upload,2.07,-96,Gujarat
JIO,4G,Upload,1.21,-105,Gujarat
JIO,4G,Upload,1.67,-99,Gujarat
JIO,4G,Upload,7.73,-73,Gujarat
JIO,4G,Upload,6.95,-77,Gujarat
JIO,4G,Upload,1.04,-101,Gujarat
JIO,4G,Upload,0.67,-102,Gujarat
JIO,4G,Upload,0.27,-102,Gujarat
JIO,4G,Upload,0.4,-104,Gujarat
JIO,4G,Upload,0.54,-107,Gujarat
JIO,4G,Upload,0.03,-109,Gujarat
JIO,4G,Upload,0.41,-114,Gujarat
JIO,4G,Upload,0.51,-96,Gujarat
JIO,4G,Upload,0.56,-100,Gujarat
JIO,4G,Upload,0.28,-97,Gujarat
JIO,4G,Upload,0.95,-106,Gujarat
JIO,4G,Upload,0.88,-105,Gujarat
JIO,4G,Upload,0.23,-105,Gujarat
JIO,4G,Upload,0.64,-102,Gujarat
JIO,4G,Upload,0.16,-95,Gujarat
JIO,4G,Upload,0.18,-96,Gujarat
JIO,4G,Download,35.54,-63,UP West
JIO,4G,Upload,8.76,-63,UP West
AIRTEL,4G,Download,22.5,na,North East
AIRTEL,4G,Download,6.87,na,North East
AIRTEL,3G,Download,1.14,-55,North East
AIRTEL,3G,Download,0.72,na,North East
AIRTEL,4G,Download,12.49,na,North East
AIRTEL,4G,Download,3.51,na,North East
AIRTEL,4G,Download,4.31,na,North East
AIRTEL,3G,Download,0.9,na,North East
AIRTEL,4G,Download,3.84,na,North East
AIRTEL,3G,Download,1.94,na,North East
AIRTEL,3G,Download,0.53,-59,North East
AIRTEL,4G,Download,0.2,na,North East
AIRTEL,4G,Download,1.85,na,North East
AIRTEL,4G,Download,0.21,na,North East
AIRTEL,3G,Download,0.0,-75,North East
AIRTEL,4G,Download,0.35,na,North East
AIRTEL,4G,Download,0.98,na,North East
AIRTEL,3G,Download,0.45,-59,North East
AIRTEL,4G,Download,3.0,na,North East
AIRTEL,3G,Download,3.29,na,North East
AIRTEL,4G,Download,0.27,na,North East
AIRTEL,4G,Download,1.02,na,North East
AIRTEL,4G,Download,0.99,na,North East
AIRTEL,3G,Download,0.33,-59,North East
AIRTEL,4G,Download,3.03,na,North East
AIRTEL,4G,Download,2.38,na,North East
AIRTEL,4G,Download,3.03,na,North East
AIRTEL,3G,Download,0.56,-77,North East
AIRTEL,4G,Download,1.33,na,North East
AIRTEL,4G,Download,8.29,na,Assam
AIRTEL,4G,Download,0.52,na,North East
AIRTEL,4G,Download,1.74,na,North East
AIRTEL,4G,Download,9.06,na,North East
AIRTEL,4G,Download,0.36,na,North East
AIRTEL,4G,Download,0.44,na,North East
AIRTEL,3G,Download,0.45,-67,North East
AIRTEL,4G,Download,11.8,na,North East
AIRTEL,4G,Download,40.34,na,North East
AIRTEL,3G,Download,3.41,-55,North East
AIRTEL,3G,Download,0.56,-91,North East
AIRTEL,4G,Download,6.82,na,North East
AIRTEL,4G,Download,5.76,na,North East
AIRTEL,4G,Download,13.0,na,North East
AIRTEL,3G,Download,0.36,-95,North East
AIRTEL,3G,Download,1.12,-67,North East
AIRTEL,4G,Download,37.94,na,North East
AIRTEL,4G,Download,2.77,na,North East
AIRTEL,4G,Download,3.35,na,North East
AIRTEL,4G,Upload,8.95,na,North East
AIRTEL,4G,Upload,2.42,na,North East
AIRTEL,3G,Upload,0.32,-55,North East
AIRTEL,3G,Upload,0.25,na,North East
AIRTEL,4G,Upload,4.66,na,North East
AIRTEL,4G,Upload,8.37,na,North East
AIRTEL,4G,Upload,7.4,na,North East
AIRTEL,3G,Upload,0.06,na,North East
AIRTEL,4G,Upload,6.54,na,North East
AIRTEL,3G,Upload,0.2,na,North East
AIRTEL,3G,Upload,0.06,-57,North East
AIRTEL,4G,Upload,4.31,na,North East
AIRTEL,4G,Upload,0.1,na,North East
AIRTEL,4G,Upload,1.31,na,North East
AIRTEL,3G,Upload,0.28,-69,North East
AIRTEL,4G,Upload,0.04,na,North East
AIRTEL,4G,Upload,0.93,na,North East
AIRTEL,3G,Upload,0.06,-59,North East
AIRTEL,4G,Upload,2.78,na,North East
AIRTEL,3G,Upload,2.62,na,North East
AIRTEL,4G,Upload,0.21,na,North East
AIRTEL,4G,Upload,1.05,na,North East
AIRTEL,4G,Upload,0.8,na,North East
AIRTEL,3G,Upload,0.17,-59,North East
AIRTEL,4G,Upload,2.23,na,North East
AIRTEL,4G,Upload,1.46,na,North East
AIRTEL,4G,Upload,1.43,na,North East
AIRTEL,3G,Upload,0.07,-79,North East
AIRTEL,4G,Upload,1.33,na,North East
AIRTEL,4G,Upload,8.91,na,Assam
AIRTEL,4G,Upload,4.36,na,North East
AIRTEL,4G,Upload,0.13,na,North East
AIRTEL,4G,Upload,0.73,na,North East
AIRTEL,4G,Upload,0.84,na,North East
AIRTEL,4G,Upload,0.87,na,North East
AIRTEL,3G,Upload,0.26,-73,North East
AIRTEL,4G,Upload,5.52,na,North East
AIRTEL,4G,Upload,6.65,na,North East
AIRTEL,3G,Upload,1.0,-65,North East
AIRTEL,3G,Upload,0.06,-91,North East
AIRTEL,4G,Upload,9.25,na,North East
AIRTEL,4G,Upload,1.66,na,North East
AIRTEL,4G,Upload,0.75,na,North East
AIRTEL,3G,Upload,0.17,-95,North East
AIRTEL,3G,Upload,0.53,-57,North East
AIRTEL,4G,Upload,7.12,na,North East
AIRTEL,4G,Upload,1.78,na,North East
AIRTEL,4G,Upload,2.05,na,North East
JIO,4G,Download,93.14,-66,Orissa
JIO,4G,Upload,6.84,-66,Orissa
VODAFONE,4G,Download,1.82,-112,Rajasthan
VODAFONE,4G,Download,0.51,-114,Rajasthan
VODAFONE,4G,Download,1.0,-114,Rajasthan
VODAFONE,4G,Download,3.62,-109,Rajasthan
VODAFONE,3G,Download,0.48,-111,Rajasthan
VODAFONE,4G,Download,9.77,-94,Rajasthan
VODAFONE,3G,Download,0.31,-97,Rajasthan
VODAFONE,4G,Download,0.72,-92,Rajasthan
VODAFONE,4G,Download,4.19,-106,Rajasthan
VODAFONE,3G,Download,0.51,-83,Rajasthan
VODAFONE,4G,Download,0.44,-100,Rajasthan
VODAFONE,4G,Download,0.0,-100,Rajasthan
VODAFONE,4G,Upload,0.5,-112,Rajasthan
VODAFONE,4G,Upload,0.55,-114,Rajasthan
VODAFONE,4G,Upload,0.48,-114,Rajasthan
VODAFONE,4G,Upload,1.41,-109,Rajasthan
VODAFONE,3G,Upload,0.38,-111,Rajasthan
VODAFONE,4G,Upload,2.51,-94,Rajasthan
VODAFONE,3G,Upload,0.58,-97,Rajasthan
VODAFONE,4G,Upload,0.74,-92,Rajasthan
VODAFONE,4G,Upload,2.27,-106,Rajasthan
VODAFONE,3G,Upload,0.92,-83,Rajasthan
VODAFONE,4G,Upload,0.79,-100,Rajasthan
VODAFONE,4G,Upload,0.45,-100,Rajasthan
JIO,4G,Download,43.9,-60,Orissa
JIO,4G,Upload,9.43,-60,Orissa
JIO,4G,Download,0.98,-107,Andhra Pradesh
JIO,4G,Download,0.67,-101,Andhra Pradesh
JIO,4G,Upload,0.25,-104,Andhra Pradesh
JIO,4G,Upload,1.02,-99,Andhra Pradesh
AIRTEL,3G,Download,0.14,-85,Delhi
AIRTEL,3G,Upload,0.34,-83,Delhi
IDEA,4G,Download,0.82,-76,UP West
IDEA,4G,Download,0.2,-91,UP West
IDEA,4G,Download,0.53,-96,UP West
IDEA,4G,Download,0.52,-78,UP West
IDEA,4G,Download,1.59,-70,UP West
IDEA,4G,Download,0.65,-77,UP West
IDEA,4G,Download,0.5,-75,UP West
IDEA,4G,Download,5.88,-90,UP West
IDEA,4G,Download,0.89,-86,UP West
IDEA,4G,Download,0.45,-102,UP West
IDEA,4G,Download,0.19,-104,UP West
IDEA,4G,Download,1.45,-103,Haryana
IDEA,4G,Download,1.06,-107,Haryana
IDEA,4G,Download,2.41,-99,Haryana
IDEA,4G,Upload,14.48,-76,UP West
IDEA,4G,Upload,6.96,-95,UP West
IDEA,4G,Upload,0.8,-96,UP West
IDEA,4G,Upload,16.53,-83,UP West
IDEA,4G,Upload,13.0,-69,UP West
IDEA,4G,Upload,3.09,-74,UP West
IDEA,4G,Upload,10.5,-72,UP West
IDEA,4G,Upload,16.52,-91,UP West
IDEA,4G,Upload,11.16,-86,UP West
IDEA,4G,Upload,2.58,-102,UP West
IDEA,4G,Upload,5.03,-102,UP West
IDEA,4G,Upload,3.39,-101,Haryana
IDEA,4G,Upload,1.91,-109,Haryana
IDEA,4G,Upload,3.36,-94,Haryana
JIO,4G,Download,41.87,-70,UP West
JIO,4G,Upload,8.82,-70,UP West
JIO,4G,Download,4.18,-88,Tamil Nadu
JIO,4G,Upload,0.96,-88,Tamil Nadu
JIO,4G,Download,1.44,-90,Delhi
JIO,4G,Upload,1.78,-90,Delhi
JIO,4G,Upload,2.74,-104,Kolkata
JIO,4G,Upload,1.4,-104,Kolkata
JIO,4G,Upload,0.53,-111,Kolkata
AIRTEL,4G,Download,0.22,-84,Orissa
AIRTEL,4G,Upload,4.69,-87,Orissa
JIO,4G,Download,81.93,-74,Haryana
JIO,4G,Download,86.25,-74,Haryana
JIO,4G,Download,82.67,-74,Haryana
JIO,4G,Upload,9.81,-74,Haryana
JIO,4G,Upload,9.8,-74,Haryana
JIO,4G,Upload,9.8,-74,Haryana
JIO,4G,Download,0.37,-95,Maharashtra
JIO,4G,Download,1.06,-91,Maharashtra
JIO,4G,Upload,0.02,-95,Maharashtra
JIO,4G,Upload,0.08,-91,Maharashtra
IDEA,4G,Download,7.04,-71,Gujarat
IDEA,4G,Download,21.66,-94,Gujarat
IDEA,4G,Download,13.73,-92,Gujarat
IDEA,4G,Download,0.39,-94,Gujarat
IDEA,3G,Download,2.43,-107,Gujarat
IDEA,4G,Download,9.97,-76,Gujarat
IDEA,4G,Download,23.12,-77,Gujarat
IDEA,4G,Download,5.09,na,Gujarat
IDEA,4G,Download,5.18,na,Gujarat
IDEA,4G,Download,22.35,na,Gujarat
IDEA,4G,Upload,24.5,-74,Gujarat
IDEA,4G,Upload,23.86,-94,Gujarat
IDEA,4G,Upload,16.85,-91,Gujarat
IDEA,4G,Upload,13.69,-92,Gujarat
IDEA,3G,Upload,0.27,-109,Gujarat
IDEA,4G,Upload,15.88,-78,Gujarat
IDEA,4G,Upload,18.34,-76,Gujarat
IDEA,4G,Upload,18.66,na,Gujarat
IDEA,4G,Upload,19.67,na,Gujarat
IDEA,4G,Upload,6.22,na,Gujarat
JIO,4G,Upload,0.34,-104,Andhra Pradesh
AIRTEL,4G,Download,25.54,-104,Chennai
AIRTEL,4G,Download,4.48,-91,Chennai
AIRTEL,4G,Download,42.83,-108,Chennai
JIO,4G,Download,7.44,-101,Tamil Nadu
AIRTEL,4G,Download,70.14,-105,Chennai
AIRTEL,4G,Download,107.11,-103,Chennai
AIRTEL,4G,Download,83.94,-103,Chennai
AIRTEL,4G,Download,48.68,-104,Chennai
AIRTEL,4G,Download,40.7,-99,Chennai
AIRTEL,4G,Download,32.56,-93,Chennai
JIO,4G,Download,10.07,-98,Tamil Nadu
JIO,4G,Download,0.01,-109,Tamil Nadu
JIO,4G,Download,7.58,-109,Tamil Nadu
JIO,4G,Download,2.86,-108,Tamil Nadu
JIO,4G,Download,5.16,-108,Tamil Nadu
AIRTEL,4G,Upload,0.69,-104,Chennai
AIRTEL,4G,Upload,0.84,-95,Chennai
AIRTEL,4G,Upload,2.99,-102,Chennai
JIO,4G,Upload,1.1,-101,Tamil Nadu
AIRTEL,4G,Upload,2.13,-105,Chennai
AIRTEL,4G,Upload,2.47,-103,Chennai
AIRTEL,4G,Upload,2.5,-103,Chennai
AIRTEL,4G,Upload,3.23,-104,Chennai
AIRTEL,4G,Upload,1.82,-99,Chennai
AIRTEL,4G,Upload,2.15,-93,Chennai
JIO,4G,Upload,0.9,-98,Tamil Nadu
JIO,4G,Upload,0.51,-109,Tamil Nadu
JIO,4G,Upload,0.33,-109,Tamil Nadu
JIO,4G,Upload,0.68,-108,Tamil Nadu
JIO,4G,Upload,0.58,-108,Tamil Nadu
JIO,4G,Download,7.94,-109,Tamil Nadu
JIO,4G,Download,2.68,-115,Tamil Nadu
JIO,4G,Upload,1.09,-109,Tamil Nadu
JIO,4G,Upload,1.05,-117,Tamil Nadu
JIO,4G,Download,0.54,-78,Rajasthan
JIO,4G,Download,2.98,-81,Rajasthan
JIO,4G,Download,3.27,-101,Rajasthan
JIO,4G,Upload,0.15,-78,Rajasthan
JIO,4G,Upload,7.42,-81,Rajasthan
JIO,4G,Upload,0.65,-101,Rajasthan
AIRTEL,3G,Download,0.2,-95,Orissa
AIRTEL,4G,Download,18.49,-97,Orissa
AIRTEL,4G,Download,18.93,-99,Orissa
AIRTEL,4G,Download,7.11,-106,Orissa
AIRTEL,4G,Download,8.59,-116,Orissa
AIRTEL,4G,Download,5.05,-112,Orissa
AIRTEL,4G,Download,8.79,-110,Orissa
AIRTEL,4G,Download,4.68,-109,Orissa
AIRTEL,4G,Download,9.15,-107,Orissa
AIRTEL,4G,Download,2.74,-102,Orissa
AIRTEL,3G,Upload,0.51,-99,Orissa
AIRTEL,4G,Upload,4.41,-97,Orissa
AIRTEL,4G,Upload,4.2,-98,Orissa
AIRTEL,4G,Upload,0.38,-111,Orissa
AIRTEL,4G,Upload,1.3,-111,Orissa
AIRTEL,4G,Upload,1.87,-113,Orissa
AIRTEL,4G,Upload,2.32,-111,Orissa
AIRTEL,4G,Upload,0.97,-109,Orissa
AIRTEL,4G,Upload,1.37,-110,Orissa
AIRTEL,4G,Upload,1.0,-116,Orissa
JIO,4G,Download,41.34,-74,Madhya Pradesh
JIO,4G,Download,42.55,-73,Madhya Pradesh
JIO,4G,Upload,5.21,-74,Madhya Pradesh
JIO,4G,Upload,6.17,-73,Madhya Pradesh
JIO,4G,Download,47.79,-70,Madhya Pradesh
JIO,4G,Download,41.55,-72,Madhya Pradesh
JIO,4G,Upload,6.72,-70,Madhya Pradesh
JIO,4G,Upload,7.58,-72,Madhya Pradesh
IDEA,4G,Download,2.03,-104,Rajasthan
IDEA,4G,Download,2.93,-104,Rajasthan
IDEA,4G,Download,2.19,-101,Rajasthan
IDEA,4G,Download,2.08,-101,Rajasthan
IDEA,4G,Upload,0.98,-104,Rajasthan
IDEA,4G,Upload,0.47,-104,Rajasthan
IDEA,4G,Upload,1.09,-101,Rajasthan
IDEA,4G,Upload,0.43,-101,Rajasthan
JIO,4G,Download,22.86,-73,Rajasthan
VODAFONE,4G,Download,0.0,-85,Mumbai
VODAFONE,4G,Download,8.22,-81,Mumbai
VODAFONE,4G,Download,2.58,-80,Mumbai
VODAFONE,3G,Download,10.72,-83,Rajasthan
VODAFONE,4G,Download,8.48,-95,Rajasthan
VODAFONE,4G,Download,2.8,-92,Rajasthan
VODAFONE,3G,Download,0.1,-71,Rajasthan
VODAFONE,3G,Download,1.67,-87,Rajasthan
VODAFONE,4G,Download,7.12,-90,Rajasthan
VODAFONE,3G,Upload,4.44,-79,Rajasthan
VODAFONE,4G,Upload,7.8,-96,Rajasthan
VODAFONE,4G,Upload,4.76,-90,Rajasthan
VODAFONE,3G,Upload,1.71,-75,Rajasthan
VODAFONE,3G,Upload,1.48,-101,Rajasthan
VODAFONE,4G,Upload,6.78,-90,Rajasthan
JIO,4G,Download,48.02,-71,West Bengal
JIO,4G,Upload,8.27,-71,West Bengal
AIRTEL,4G,Download,0.76,-103,UP West
AIRTEL,4G,Upload,0.0,-104,UP West
JIO,4G,Download,2.76,-99,Andhra Pradesh
JIO,4G,Download,3.14,-99,Andhra Pradesh
JIO,4G,Download,0.44,-125,Andhra Pradesh
JIO,4G,Download,0.59,-123,Andhra Pradesh
JIO,4G,Download,1.44,-118,Andhra Pradesh
JIO,4G,Download,2.18,-113,Andhra Pradesh
JIO,4G,Download,2.21,-109,Andhra Pradesh
JIO,4G,Upload,2.32,-100,Andhra Pradesh
JIO,4G,Upload,2.69,-99,Andhra Pradesh
JIO,4G,Upload,0.03,-125,Andhra Pradesh
